term_code,crn,subject,course_number,section,title,credits,capacity,enrolled,seats_remaining,waitlist_capacity,waitlist_count,instructors,meetings,notes
"{""code"":202502,""description"":""Spring 2026""}",20084,"{""code"":""CHE"",""description"":""Chemistry""}",115,B,Principles of Chemistry +Lab,1,,,25,,,"[{""first_name"":""Travis"",""last_name"":""White"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""second meeting time"",""days"":[2],""weekdays"":""T"",""start_time"":""1340"",""end_time"":""1620"",""class_time"":""0140 - 0420pm"",""room"":""110"",""building"":{""code"":""WALL"",""description"":""Wall Academic Center""}},{""type"":""lecture"",""days"":[1,3,5],""weekdays"":""MWF"",""start_time"":""1130"",""end_time"":""1220"",""class_time"":""1130 - 1220pm"",""room"":""106"",""building"":{""code"":""WALL"",""description"":""Wall Academic Center""}}]",
"{""code"":202502,""description"":""Spring 2026""}",20085,"{""code"":""CHE"",""description"":""Chemistry""}",115,C,Principles of Chemistry +Lab,1,,,25,,,"[{""first_name"":""Bassil"",""last_name"":""El-Zaatari"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""second meeting time"",""days"":[3],""weekdays"":""W"",""start_time"":""1330"",""end_time"":""1620"",""class_time"":""0130 - 0420pm"",""room"":""110"",""building"":{""code"":""WALL"",""description"":""Wall Academic Center""}},{""type"":""lecture"",""days"":[1,3,5],""weekdays"":""MWF"",""start_time"":""1030"",""end_time"":""1120"",""class_time"":""1030 - 1120am"",""room"":""320"",""building"":{""code"":""WALL"",""description"":""Wall Academic Center""}}]","[{""code"":""DO"",""description"":""Participating in the Day One course materials program pilot. Visit the College Store's Help Center for more information.""}]"
"{""code"":202502,""description"":""Spring 2026""}",20086,"{""code"":""CHE"",""description"":""Chemistry""}",115,D,Principles of Chemistry +Lab,1,,,25,,,"[{""first_name"":""Bassil"",""last_name"":""El-Zaatari"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""second meeting time"",""days"":[4],""weekdays"":""R"",""start_time"":""1340"",""end_time"":""1620"",""class_time"":""0140 - 0420pm"",""room"":""110"",""building"":{""code"":""WALL"",""description"":""Wall Academic Center""}},{""type"":""lecture"",""days"":[1,3,5],""weekdays"":""MWF"",""start_time"":""1030"",""end_time"":""1120"",""class_time"":""1030 - 1120am"",""room"":""320"",""building"":{""code"":""WALL"",""description"":""Wall Academic Center""}}]","[{""code"":""DO"",""description"":""Participating in the Day One course materials program pilot. Visit the College Store's Help Center for more information.""}]"
"{""code"":202502,""description"":""Spring 2026""}",20087,"{""code"":""CHE"",""description"":""Chemistry""}",220,A,Intro to Analytical Chem +Lab,1,,,25,,,"[{""first_name"":""David"",""last_name"":""Blauch"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""second meeting time"",""days"":[1],""weekdays"":""M"",""start_time"":""1330"",""end_time"":""1620"",""class_time"":""0130 - 0420pm"",""room"":""235"",""building"":{""code"":""WALL"",""description"":""Wall Academic Center""}},{""type"":""lecture"",""days"":[1,3,5],""weekdays"":""MWF"",""start_time"":""1030"",""end_time"":""1120"",""class_time"":""1030 - 1120am"",""room"":""243"",""building"":{""code"":""WALL"",""description"":""Wall Academic Center""}}]","[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]"
"{""code"":202502,""description"":""Spring 2026""}",20088,"{""code"":""CHE"",""description"":""Chemistry""}",220,B,Intro to Analytical Chem +Lab,1,,,25,,,"[{""first_name"":""David"",""last_name"":""Blauch"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""second meeting time"",""days"":[2],""weekdays"":""T"",""start_time"":""1340"",""end_time"":""1620"",""class_time"":""0140 - 0420pm"",""room"":""235"",""building"":{""code"":""WALL"",""description"":""Wall Academic Center""}},{""type"":""lecture"",""days"":[1,3,5],""weekdays"":""MWF"",""start_time"":""1030"",""end_time"":""1120"",""class_time"":""1030 - 1120am"",""room"":""243"",""building"":{""code"":""WALL"",""description"":""Wall Academic Center""}}]","[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]"
"{""code"":202502,""description"":""Spring 2026""}",20089,"{""code"":""CHE"",""description"":""Chemistry""}",230,A,Intro to Biological Chem +Lab,1,,,25,,,"[{""first_name"":""Jeff"",""last_name"":""Myers"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""second meeting time"",""days"":[1],""weekdays"":""M"",""start_time"":""1330"",""end_time"":""1620"",""class_time"":""0130 - 0420pm"",""room"":""335"",""building"":{""code"":""WALL"",""description"":""Wall Academic Center""}},{""type"":""lecture"",""days"":[2,4],""weekdays"":""TR"",""start_time"":""1215"",""end_time"":""1330"",""class_time"":""1215 - 0130pm"",""room"":""157"",""building"":{""code"":""WATSON"",""description"":""Watson Life Sciences Building""}}]","[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]"
"{""code"":202502,""description"":""Spring 2026""}",20090,"{""code"":""CHE"",""description"":""Chemistry""}",230,B,Intro to Biological Chem +Lab,1,,,25,,,"[{""first_name"":""Jeff"",""last_name"":""Myers"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""second meeting time"",""days"":[2],""weekdays"":""T"",""start_time"":""1340"",""end_time"":""1620"",""class_time"":""0140 - 0420pm"",""room"":""335"",""building"":{""code"":""WALL"",""description"":""Wall Academic Center""}},{""type"":""lecture"",""days"":[2,4],""weekdays"":""TR"",""start_time"":""1215"",""end_time"":""1330"",""class_time"":""1215 - 0130pm"",""room"":""157"",""building"":{""code"":""WATSON"",""description"":""Watson Life Sciences Building""}}]","[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]"
"{""code"":202502,""description"":""Spring 2026""}",20091,"{""code"":""CHE"",""description"":""Chemistry""}",240,A,Intro to Inorganic Chem +Lab,1,,,25,,,"[{""first_name"":""Mitch"",""last_name"":""Anstey"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""second meeting time"",""days"":[3],""weekdays"":""W"",""start_time"":""1330"",""end_time"":""1620"",""class_time"":""0130 - 0420pm"",""room"":""235"",""building"":{""code"":""WALL"",""description"":""Wall Academic Center""}},{""type"":""lecture"",""days"":[2,4],""weekdays"":""TR"",""start_time"":""0940"",""end_time"":""1055"",""class_time"":""0940 - 1055am"",""room"":""320"",""building"":{""code"":""WALL"",""description"":""Wall Academic Center""}}]","[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]"
"{""code"":202502,""description"":""Spring 2026""}",20092,"{""code"":""CHE"",""description"":""Chemistry""}",240,B,Intro to Inorganic Chem +Lab,1,,,25,,,"[{""first_name"":""Mitch"",""last_name"":""Anstey"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""second meeting time"",""days"":[4],""weekdays"":""R"",""start_time"":""1340"",""end_time"":""1620"",""class_time"":""0140 - 0420pm"",""room"":""235"",""building"":{""code"":""WALL"",""description"":""Wall Academic Center""}},{""type"":""lecture"",""days"":[2,4],""weekdays"":""TR"",""start_time"":""0940"",""end_time"":""1055"",""class_time"":""0940 - 1055am"",""room"":""320"",""building"":{""code"":""WALL"",""description"":""Wall Academic Center""}}]","[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]"
"{""code"":202502,""description"":""Spring 2026""}",20093,"{""code"":""CHE"",""description"":""Chemistry""}",250,A,Intro to Organic Chem +Lab,1,,,25,,,"[{""first_name"":""Hanna"",""last_name"":""Key"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""second meeting time"",""days"":[1],""weekdays"":""M"",""start_time"":""1330"",""end_time"":""1620"",""class_time"":""0130 - 0420pm"",""room"":""310"",""building"":{""code"":""WALL"",""description"":""Wall Academic Center""}},{""type"":""lecture"",""days"":[1,3,5],""weekdays"":""MWF"",""start_time"":""0830"",""end_time"":""0920"",""class_time"":""0830 - 0920am"",""room"":""106"",""building"":{""code"":""WALL"",""description"":""Wall Academic Center""}}]","[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]"
"{""code"":202502,""description"":""Spring 2026""}",20094,"{""code"":""CHE"",""description"":""Chemistry""}",250,B,Intro to Organic Chem +Lab,1,,,25,,,"[{""first_name"":""Hanna"",""last_name"":""Key"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""second meeting time"",""days"":[2],""weekdays"":""T"",""start_time"":""0815"",""end_time"":""1055"",""class_time"":""0815 - 1055am"",""room"":""310"",""building"":{""code"":""WALL"",""description"":""Wall Academic Center""}},{""type"":""lecture"",""days"":[1,3,5],""weekdays"":""MWF"",""start_time"":""0830"",""end_time"":""0920"",""class_time"":""0830 - 0920am"",""room"":""106"",""building"":{""code"":""WALL"",""description"":""Wall Academic Center""}}]","[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]"
"{""code"":202502,""description"":""Spring 2026""}",20095,"{""code"":""CHE"",""description"":""Chemistry""}",250,C,Intro to Organic Chem +Lab,1,,,25,,,"[{""first_name"":""Nicole"",""last_name"":""Snyder"",""campus_id"":""AUTHORIZATION_REQUIRED""},{""first_name"":""Christopher"",""last_name"":""Alexander"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""second meeting time"",""days"":[2],""weekdays"":""T"",""start_time"":""1340"",""end_time"":""1620"",""class_time"":""0140 - 0420pm"",""room"":""310"",""building"":{""code"":""WALL"",""description"":""Wall Academic Center""}},{""type"":""lecture"",""days"":[1,3,5],""weekdays"":""MWF"",""start_time"":""1130"",""end_time"":""1220"",""class_time"":""1130 - 1220pm"",""room"":""320"",""building"":{""code"":""WALL"",""description"":""Wall Academic Center""}}]","[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]"
"{""code"":202502,""description"":""Spring 2026""}",20096,"{""code"":""CHE"",""description"":""Chemistry""}",250,D,Intro to Organic Chem +Lab,1,,,25,,,"[{""first_name"":""Nicole"",""last_name"":""Snyder"",""campus_id"":""AUTHORIZATION_REQUIRED""},{""first_name"":""Christopher"",""last_name"":""Alexander"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""second meeting time"",""days"":[3],""weekdays"":""W"",""start_time"":""1330"",""end_time"":""1620"",""class_time"":""0130 - 0420pm"",""room"":""310"",""building"":{""code"":""WALL"",""description"":""Wall Academic Center""}},{""type"":""lecture"",""days"":[1,3,5],""weekdays"":""MWF"",""start_time"":""1130"",""end_time"":""1220"",""class_time"":""1130 - 1220pm"",""room"":""320"",""building"":{""code"":""WALL"",""description"":""Wall Academic Center""}}]","[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]"
"{""code"":202502,""description"":""Spring 2026""}",20097,"{""code"":""CHE"",""description"":""Chemistry""}",350,A,Experimtl Organic Chem +Lab,1,,,25,,,"[{""first_name"":""Ameya"",""last_name"":""Burde"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""second meeting time"",""days"":[4],""weekdays"":""R"",""start_time"":""0815"",""end_time"":""1055"",""class_time"":""0815 - 1055am"",""room"":""310"",""building"":{""code"":""WALL"",""description"":""Wall Academic Center""}},{""type"":""lecture"",""days"":[1,3,5],""weekdays"":""MWF"",""start_time"":""0930"",""end_time"":""1020"",""class_time"":""0930 - 1020am"",""room"":""106"",""building"":{""code"":""WALL"",""description"":""Wall Academic Center""}}]","[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]"
"{""code"":202502,""description"":""Spring 2026""}",20098,"{""code"":""CHE"",""description"":""Chemistry""}",350,B,Experimtl Organic Chem +Lab,1,,,25,,,"[{""first_name"":""Ameya"",""last_name"":""Burde"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""second meeting time"",""days"":[4],""weekdays"":""R"",""start_time"":""1340"",""end_time"":""1620"",""class_time"":""0140 - 0420pm"",""room"":""310"",""building"":{""code"":""WALL"",""description"":""Wall Academic Center""}},{""type"":""lecture"",""days"":[1,3,5],""weekdays"":""MWF"",""start_time"":""0930"",""end_time"":""1020"",""class_time"":""0930 - 1020am"",""room"":""106"",""building"":{""code"":""WALL"",""description"":""Wall Academic Center""}}]","[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]"
"{""code"":202502,""description"":""Spring 2026""}",20099,"{""code"":""CHE"",""description"":""Chemistry""}",350,C,Experimtl Organic Chem +Lab,1,,,25,,,"[{""first_name"":""Erland"",""last_name"":""Stevens"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""second meeting time"",""days"":[5],""weekdays"":""F"",""start_time"":""0830"",""end_time"":""1120"",""class_time"":""0830 - 1120am"",""room"":""310"",""building"":{""code"":""WALL"",""description"":""Wall Academic Center""}},{""type"":""lecture"",""days"":[1,3],""weekdays"":""MW"",""start_time"":""0805"",""end_time"":""0920"",""class_time"":""0805 - 0920am"",""room"":""140"",""building"":{""code"":""WATSON"",""description"":""Watson Life Sciences Building""}}]","[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]"
"{""code"":202502,""description"":""Spring 2026""}",20100,"{""code"":""CHE"",""description"":""Chemistry""}",350,D,Experimtl Organic Chem +Lab,1,,,25,,,"[{""first_name"":""Erland"",""last_name"":""Stevens"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""second meeting time"",""days"":[5],""weekdays"":""F"",""start_time"":""1330"",""end_time"":""1620"",""class_time"":""0130 - 0420pm"",""room"":""310"",""building"":{""code"":""WALL"",""description"":""Wall Academic Center""}},{""type"":""lecture"",""days"":[1,3],""weekdays"":""MW"",""start_time"":""0805"",""end_time"":""0920"",""class_time"":""0805 - 0920am"",""room"":""140"",""building"":{""code"":""WATSON"",""description"":""Watson Life Sciences Building""}}]","[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]"
"{""code"":202502,""description"":""Spring 2026""}",20101,"{""code"":""CHE"",""description"":""Chemistry""}",360,A,Quantm Chem & Spectroscopy+Lab,1,,,25,,,"[{""first_name"":""Durwin"",""last_name"":""Striplin"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""second meeting time"",""days"":[1],""weekdays"":""M"",""start_time"":""1330"",""end_time"":""1620"",""class_time"":""0130 - 0420pm"",""room"":""351"",""building"":{""code"":""WALL"",""description"":""Wall Academic Center""}},{""type"":""lecture"",""days"":[1,3,5],""weekdays"":""MWF"",""start_time"":""0830"",""end_time"":""0920"",""class_time"":""0830 - 0920am"",""room"":""243"",""building"":{""code"":""WALL"",""description"":""Wall Academic Center""}}]","[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]"
"{""code"":202502,""description"":""Spring 2026""}",20102,"{""code"":""CHE"",""description"":""Chemistry""}",360,B,Quantm Chem & Spectroscopy+Lab,1,,,25,,,"[{""first_name"":""Durwin"",""last_name"":""Striplin"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""second meeting time"",""days"":[2],""weekdays"":""T"",""start_time"":""1340"",""end_time"":""1620"",""class_time"":""0140 - 0420pm"",""room"":""351"",""building"":{""code"":""WALL"",""description"":""Wall Academic Center""}},{""type"":""lecture"",""days"":[1,3,5],""weekdays"":""MWF"",""start_time"":""0830"",""end_time"":""0920"",""class_time"":""0830 - 0920am"",""room"":""243"",""building"":{""code"":""WALL"",""description"":""Wall Academic Center""}}]","[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]"
"{""code"":202502,""description"":""Spring 2026""}",20103,"{""code"":""CHE"",""description"":""Chemistry""}",375,A,Organic Spectroscopy,1,,,25,,,"[{""first_name"":""Ameya"",""last_name"":""Burde"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""lecture"",""days"":[1,3,5],""weekdays"":""MWF"",""start_time"":""1230"",""end_time"":""1320"",""class_time"":""1230 - 0120pm"",""room"":""307"",""building"":{""code"":""WALL"",""description"":""Wall Academic Center""}}]","[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]"
"{""code"":202502,""description"":""Spring 2026""}",20764,"{""code"":""CHE"",""description"":""Chemistry""}",395,H,Literature Investigation,1,,,25,,,"[{""first_name"":""Mitch"",""last_name"":""Anstey"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""lecture"",""days"":[],""weekdays"":"""",""start_time"":null,""end_time"":null,""class_time"":""TBA "",""room"":null,""building"":null}]",
"{""code"":202502,""description"":""Spring 2026""}",20682,"{""code"":""CHE"",""description"":""Chemistry""}",396,A,Laboratory Research I,1,,,25,,,"[{""first_name"":""Bassil"",""last_name"":""El-Zaatari"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""lecture"",""days"":[],""weekdays"":"""",""start_time"":null,""end_time"":null,""class_time"":""TBA "",""room"":null,""building"":null}]",
"{""code"":202502,""description"":""Spring 2026""}",20685,"{""code"":""CHE"",""description"":""Chemistry""}",396,B,Lab Research I: Glycoscience,1,,,25,,,"[{""first_name"":""Nicole"",""last_name"":""Snyder"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""lecture"",""days"":[],""weekdays"":"""",""start_time"":null,""end_time"":null,""class_time"":""TBA "",""room"":null,""building"":null}]",
"{""code"":202502,""description"":""Spring 2026""}",20718,"{""code"":""CHE"",""description"":""Chemistry""}",396,C,Biocatalysis Research,1,,,25,,,"[{""first_name"":""Hanna"",""last_name"":""Key"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""lecture"",""days"":[],""weekdays"":"""",""start_time"":null,""end_time"":null,""class_time"":""TBA "",""room"":null,""building"":null}]",
"{""code"":202502,""description"":""Spring 2026""}",20720,"{""code"":""CHE"",""description"":""Chemistry""}",396,D,Chemical Ecology Research,1,,,25,,,"[{""first_name"":""Hanna"",""last_name"":""Key"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""lecture"",""days"":[],""weekdays"":"""",""start_time"":null,""end_time"":null,""class_time"":""TBA "",""room"":null,""building"":null}]",
"{""code"":202502,""description"":""Spring 2026""}",20740,"{""code"":""CHE"",""description"":""Chemistry""}",396,F,Polymer Research,1,,,25,,,"[{""first_name"":""Bassil"",""last_name"":""El-Zaatari"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""lecture"",""days"":[],""weekdays"":"""",""start_time"":null,""end_time"":null,""class_time"":""TBA "",""room"":null,""building"":null}]",
"{""code"":202502,""description"":""Spring 2026""}",20765,"{""code"":""CHE"",""description"":""Chemistry""}",396,H,Exploring Iron Catalysis II,1,,,25,,,"[{""first_name"":""Mitch"",""last_name"":""Anstey"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""lecture"",""days"":[],""weekdays"":"""",""start_time"":null,""end_time"":null,""class_time"":""TBA "",""room"":null,""building"":null}]",
"{""code"":202502,""description"":""Spring 2026""}",20766,"{""code"":""CHE"",""description"":""Chemistry""}",396,I,Laboratory Research I,1,,,25,,,"[{""first_name"":""Ameya"",""last_name"":""Burde"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""lecture"",""days"":[],""weekdays"":"""",""start_time"":null,""end_time"":null,""class_time"":""TBA "",""room"":null,""building"":null}]",
"{""code"":202502,""description"":""Spring 2026""}",20822,"{""code"":""CHE"",""description"":""Chemistry""}",396,J,Energy Research,1,,,25,,,"[{""first_name"":""Durwin"",""last_name"":""Striplin"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""lecture"",""days"":[],""weekdays"":"""",""start_time"":null,""end_time"":null,""class_time"":""TBA "",""room"":null,""building"":null}]",
"{""code"":202502,""description"":""Spring 2026""}",20826,"{""code"":""CHE"",""description"":""Chemistry""}",396,K,Chemical Ecology Research,1,,,25,,,"[{""first_name"":""Hanna"",""last_name"":""Key"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""lecture"",""days"":[],""weekdays"":"""",""start_time"":null,""end_time"":null,""class_time"":""TBA "",""room"":null,""building"":null}]",
"{""code"":202502,""description"":""Spring 2026""}",20834,"{""code"":""CHE"",""description"":""Chemistry""}",396,L,Carbon Dioxide Hydrogenation,1,,,25,,,"[{""first_name"":""Mitch"",""last_name"":""Anstey"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""lecture"",""days"":[],""weekdays"":"""",""start_time"":null,""end_time"":null,""class_time"":""TBA "",""room"":null,""building"":null}]",
"{""code"":202502,""description"":""Spring 2026""}",20850,"{""code"":""CHE"",""description"":""Chemistry""}",396,M,Phosphorus Catalyst Research,1,,,25,,,"[{""first_name"":""Mitch"",""last_name"":""Anstey"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""lecture"",""days"":[],""weekdays"":"""",""start_time"":null,""end_time"":null,""class_time"":""TBA "",""room"":null,""building"":null}]",
"{""code"":202502,""description"":""Spring 2026""}",20679,"{""code"":""CHE"",""description"":""Chemistry""}",397,A,Lab Research II: Glycoscience,1,,,25,,,"[{""first_name"":""Nicole"",""last_name"":""Snyder"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""lecture"",""days"":[],""weekdays"":"""",""start_time"":null,""end_time"":null,""class_time"":""TBA "",""room"":null,""building"":null}]",
"{""code"":202502,""description"":""Spring 2026""}",20680,"{""code"":""CHE"",""description"":""Chemistry""}",397,B,Polymer Research,1,,,25,,,"[{""first_name"":""Bassil"",""last_name"":""El-Zaatari"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""lecture"",""days"":[],""weekdays"":"""",""start_time"":null,""end_time"":null,""class_time"":""TBA "",""room"":null,""building"":null}]",
"{""code"":202502,""description"":""Spring 2026""}",20719,"{""code"":""CHE"",""description"":""Chemistry""}",397,C,Enzyme Engineering Research,1,,,25,,,"[{""first_name"":""Hanna"",""last_name"":""Key"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""lecture"",""days"":[],""weekdays"":"""",""start_time"":null,""end_time"":null,""class_time"":""TBA "",""room"":null,""building"":null}]",
"{""code"":202502,""description"":""Spring 2026""}",20762,"{""code"":""CHE"",""description"":""Chemistry""}",397,D,Laboratory Research II,1,,,25,,,"[{""first_name"":""Ameya"",""last_name"":""Burde"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""lecture"",""days"":[],""weekdays"":"""",""start_time"":null,""end_time"":null,""class_time"":""TBA "",""room"":null,""building"":null}]",
"{""code"":202502,""description"":""Spring 2026""}",20770,"{""code"":""CHE"",""description"":""Chemistry""}",397,E,Green Chemistry Research,1,,,25,,,"[{""first_name"":""Ameya"",""last_name"":""Burde"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""lecture"",""days"":[],""weekdays"":"""",""start_time"":null,""end_time"":null,""class_time"":""TBA "",""room"":null,""building"":null}]",
"{""code"":202502,""description"":""Spring 2026""}",20104,"{""code"":""CHE"",""description"":""Chemistry""}",430,A,Sem in Biological Chemistry,1,,,25,,,"[{""first_name"":""Hanna"",""last_name"":""Key"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""lecture"",""days"":[2,4],""weekdays"":""TR"",""start_time"":""1215"",""end_time"":""1330"",""class_time"":""1215 - 0130pm"",""room"":""1096"",""building"":{""code"":""CHAM"",""description"":""Chambers Building""}}]","[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""},{""code"":""XLST"",""description"":""Cross-listed; see course description for equivalent course (registration may be changed later if needed).""}]"
"{""code"":202502,""description"":""Spring 2026""}",20541,"{""code"":""CHE"",""description"":""Chemistry""}",450,A,Seminar in Organic Chemistry,1,,,25,,,"[{""first_name"":""Bassil"",""last_name"":""El-Zaatari"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""lecture"",""days"":[1,3,5],""weekdays"":""MWF"",""start_time"":""1130"",""end_time"":""1220"",""class_time"":""1130 - 1220pm"",""room"":""307"",""building"":{""code"":""WALL"",""description"":""Wall Academic Center""}}]","[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]"
"{""code"":202502,""description"":""Spring 2026""}",20717,"{""code"":""CHE"",""description"":""Chemistry""}",495,A,Biocatalysis Research IV,1,,,25,,,"[{""first_name"":""Hanna"",""last_name"":""Key"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""lecture"",""days"":[],""weekdays"":"""",""start_time"":null,""end_time"":null,""class_time"":""TBA "",""room"":null,""building"":null}]",
"{""code"":202502,""description"":""Spring 2026""}",20741,"{""code"":""CHE"",""description"":""Chemistry""}",496,A,Senior Res. I: Glycoscience,1,,,25,,,"[{""first_name"":""Nicole"",""last_name"":""Snyder"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""lecture"",""days"":[],""weekdays"":"""",""start_time"":null,""end_time"":null,""class_time"":""TBA "",""room"":null,""building"":null}]",
"{""code"":202502,""description"":""Spring 2026""}",20823,"{""code"":""CHE"",""description"":""Chemistry""}",496,B,Advance Inorganic Research,1,,,25,,,"[{""first_name"":""Mitch"",""last_name"":""Anstey"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""lecture"",""days"":[],""weekdays"":"""",""start_time"":null,""end_time"":null,""class_time"":""TBA "",""room"":null,""building"":null}]",
"{""code"":202502,""description"":""Spring 2026""}",20681,"{""code"":""CHE"",""description"":""Chemistry""}",497,A,Senior Research II,1,,,25,,,"[{""first_name"":""Bassil"",""last_name"":""El-Zaatari"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""lecture"",""days"":[],""weekdays"":"""",""start_time"":null,""end_time"":null,""class_time"":""TBA "",""room"":null,""building"":null}]",
"{""code"":202502,""description"":""Spring 2026""}",20684,"{""code"":""CHE"",""description"":""Chemistry""}",497,B,Polymer Research,1,,,25,,,"[{""first_name"":""Bassil"",""last_name"":""El-Zaatari"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""lecture"",""days"":[],""weekdays"":"""",""start_time"":null,""end_time"":null,""class_time"":""TBA "",""room"":null,""building"":null}]",
"{""code"":202502,""description"":""Spring 2026""}",20687,"{""code"":""CHE"",""description"":""Chemistry""}",497,C,Senior Res. II: Glycoscience,1,,,25,,,"[{""first_name"":""Nicole"",""last_name"":""Snyder"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""lecture"",""days"":[],""weekdays"":"""",""start_time"":null,""end_time"":null,""class_time"":""TBA "",""room"":null,""building"":null}]",
"{""code"":202502,""description"":""Spring 2026""}",20683,"{""code"":""CHE"",""description"":""Chemistry""}",498,A,Honors Polymer Research,1,,,25,,,"[{""first_name"":""Bassil"",""last_name"":""El-Zaatari"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""lecture"",""days"":[],""weekdays"":"""",""start_time"":null,""end_time"":null,""class_time"":""TBA "",""room"":null,""building"":null}]",
"{""code"":202502,""description"":""Spring 2026""}",20686,"{""code"":""CHE"",""description"":""Chemistry""}",498,B,Honors Research: Glycoscience,1,,,25,,,"[{""first_name"":""Nicole"",""last_name"":""Snyder"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""lecture"",""days"":[],""weekdays"":"""",""start_time"":null,""end_time"":null,""class_time"":""TBA "",""room"":null,""building"":null}]",
"{""code"":202502,""description"":""Spring 2026""}",20845,"{""code"":""CHE"",""description"":""Chemistry""}",498,C,Honors Thesis Research,1,,,25,,,"[{""first_name"":""Hanna"",""last_name"":""Key"",""campus_id"":""AUTHORIZATION_REQUIRED""}]","[{""type"":""lecture"",""days"":[],""weekdays"":"""",""start_time"":null,""end_time"":null,""class_time"":""TBA "",""room"":null,""building"":null}]",
